date,close
22-Oct-15 13:52,9.01
22-Oct-15 13:51,10.88
22-Oct-15 13:50,14.07
22-Oct-15 13:49,10.75
22-Oct-15 13:48,11.90
22-Oct-15 13:47,14.40
22-Oct-15 13:46,12.92
22-Oct-15 13:45,12.11
22-Oct-15 13:44,10.66
22-Oct-15 13:43,9.94
22-Oct-15 13:42,13.14
22-Oct-15 13:41,13.95
22-Oct-15 13:40,12.03
22-Oct-15 13:39,13.49
22-Oct-15 13:38,9.45
22-Oct-15 13:37,11.76
22-Oct-15 13:36,10.55
22-Oct-15 13:35,12.99
22-Oct-15 13:34,11.72
22-Oct-15 13:33,13.49
22-Oct-15 13:32,9.66
22-Oct-15 13:31,13.98
22-Oct-15 13:30,12.71
22-Oct-15 13:29,13.96
22-Oct-15 13:28,14.30
22-Oct-15 13:27,13.27
22-Oct-15 13:26,9.18
22-Oct-15 13:25,10.56
22-Oct-15 13:24,12.81
22-Oct-15 13:23,12.56
22-Oct-15 13:22,11.70
22-Oct-15 13:21,12.78
22-Oct-15 13:20,11.54
22-Oct-15 13:19,14.13
22-Oct-15 13:18,11.95
22-Oct-15 13:17,12.47
22-Oct-15 13:16,14.19
22-Oct-15 13:15,10.60
22-Oct-15 13:14,10.78
22-Oct-15 13:13,9.41
22-Oct-15 13:12,14.71
22-Oct-15 13:11,11.93
22-Oct-15 13:10,9.39
22-Oct-15 13:09,12.52
22-Oct-15 13:08,13.00
22-Oct-15 13:07,9.25
22-Oct-15 13:06,10.04
22-Oct-15 13:05,13.53
22-Oct-15 13:04,13.20
22-Oct-15 13:03,9.39
22-Oct-15 13:02,13.51
22-Oct-15 13:01,12.70
22-Oct-15 13:00,12.30
22-Oct-15 12:59,12.28
22-Oct-15 12:58,10.26
22-Oct-15 12:57,11.29
22-Oct-15 12:56,14.02
22-Oct-15 12:55,11.33
22-Oct-15 12:54,13.84
22-Oct-15 12:53,13.63
22-Oct-15 12:52,12.01
22-Oct-15 12:51,12.34
22-Oct-15 12:50,9.18
22-Oct-15 12:49,14.28
22-Oct-15 12:48,13.36
22-Oct-15 12:47,14.41
22-Oct-15 12:46,14.20
22-Oct-15 12:45,11.39
22-Oct-15 12:44,11.96
22-Oct-15 12:43,14.21
22-Oct-15 12:42,12.47
22-Oct-15 12:41,11.03
22-Oct-15 12:40,14.89
22-Oct-15 12:39,10.25
22-Oct-15 12:38,13.12
22-Oct-15 12:37,10.47
22-Oct-15 12:36,12.94
22-Oct-15 12:35,10.83
22-Oct-15 12:34,13.39
22-Oct-15 12:33,10.06
22-Oct-15 12:32,9.52
22-Oct-15 12:31,9.94
22-Oct-15 12:30,11.01
22-Oct-15 12:29,9.75
22-Oct-15 12:28,12.59
22-Oct-15 12:27,12.93
22-Oct-15 12:26,13.23
22-Oct-15 12:25,11.75
22-Oct-15 12:24,13.05
22-Oct-15 12:23,11.22
22-Oct-15 12:22,11.18
22-Oct-15 12:21,10.84
22-Oct-15 12:20,13.80
22-Oct-15 12:19,11.82
22-Oct-15 12:18,11.07
22-Oct-15 12:17,14.17
22-Oct-15 12:16,12.41
22-Oct-15 12:15,9.49
22-Oct-15 12:14,14.87
22-Oct-15 12:13,12.79
