date,close
21-Oct-15 23:42,13.16
21-Oct-15 23:41,14.93
21-Oct-15 23:40,9.47
21-Oct-15 23:39,9.91
21-Oct-15 23:38,9.55
21-Oct-15 23:37,11.48
21-Oct-15 23:36,12.48
21-Oct-15 23:35,9.28
21-Oct-15 23:34,9.24
21-Oct-15 23:33,9.65
21-Oct-15 23:32,14.03
21-Oct-15 23:31,12.20
21-Oct-15 23:30,9.23
21-Oct-15 23:29,14.22
21-Oct-15 23:28,9.29
21-Oct-15 23:27,12.18
21-Oct-15 23:26,14.13
21-Oct-15 23:25,13.36
21-Oct-15 23:24,12.71
21-Oct-15 23:23,12.21
21-Oct-15 23:22,12.13
21-Oct-15 23:21,14.03
21-Oct-15 23:20,13.57
21-Oct-15 23:19,10.55
21-Oct-15 23:18,9.70
21-Oct-15 23:17,13.68
21-Oct-15 23:16,14.22
21-Oct-15 23:15,13.75
21-Oct-15 23:14,14.70
21-Oct-15 23:13,14.26
21-Oct-15 23:12,13.64
21-Oct-15 23:11,12.26
21-Oct-15 23:10,11.20
21-Oct-15 23:09,14.77
21-Oct-15 23:08,13.29
21-Oct-15 23:07,13.68
21-Oct-15 23:06,14.60
21-Oct-15 23:05,14.25
21-Oct-15 23:04,11.29
21-Oct-15 23:03,13.88
21-Oct-15 23:02,12.43
21-Oct-15 23:01,12.82
21-Oct-15 23:00,11.21
21-Oct-15 22:59,12.09
21-Oct-15 22:58,11.66
21-Oct-15 22:57,11.61
21-Oct-15 22:56,10.82
21-Oct-15 22:55,13.68
21-Oct-15 22:54,11.55
21-Oct-15 22:53,12.11
