date,close
21-Oct-15 22:02,11.57
21-Oct-15 22:01,10.74
21-Oct-15 22:00,10.79
21-Oct-15 21:59,12.89
21-Oct-15 21:58,11.70
21-Oct-15 21:57,9.63
21-Oct-15 21:56,9.42
21-Oct-15 21:55,9.43
21-Oct-15 21:54,10.55
21-Oct-15 21:53,14.55
21-Oct-15 21:52,9.35
21-Oct-15 21:51,13.50
21-Oct-15 21:50,12.10
21-Oct-15 21:49,14.75
21-Oct-15 21:48,9.51
21-Oct-15 21:47,12.94
21-Oct-15 21:46,10.11
21-Oct-15 21:45,12.37
21-Oct-15 21:44,9.78
21-Oct-15 21:43,10.33
21-Oct-15 21:42,11.25
21-Oct-15 21:41,9.21
21-Oct-15 21:40,9.08
21-Oct-15 21:39,14.14
21-Oct-15 21:38,14.52
21-Oct-15 21:37,12.70
21-Oct-15 21:36,9.23
21-Oct-15 21:35,11.06
21-Oct-15 21:34,10.90
21-Oct-15 21:33,14.70
21-Oct-15 21:32,9.67
21-Oct-15 21:31,10.53
21-Oct-15 21:30,12.28
21-Oct-15 21:29,11.82
21-Oct-15 21:28,11.85
21-Oct-15 21:27,10.50
21-Oct-15 21:26,12.25
21-Oct-15 21:25,13.98
21-Oct-15 21:24,14.72
21-Oct-15 21:23,10.56
21-Oct-15 21:22,11.13
21-Oct-15 21:21,14.30
21-Oct-15 21:20,14.84
21-Oct-15 21:19,9.14
21-Oct-15 21:18,12.27
21-Oct-15 21:17,12.13
21-Oct-15 21:16,9.28
21-Oct-15 21:15,14.44
21-Oct-15 21:14,13.01
21-Oct-15 21:13,14.62
