date,close
22-Oct-15 00:32,11.45
22-Oct-15 00:31,14.13
22-Oct-15 00:30,10.43
22-Oct-15 00:29,10.32
22-Oct-15 00:28,11.10
22-Oct-15 00:27,13.66
22-Oct-15 00:26,11.55
22-Oct-15 00:25,10.13
22-Oct-15 00:24,12.62
22-Oct-15 00:23,10.11
22-Oct-15 00:22,9.03
22-Oct-15 00:21,12.47
22-Oct-15 00:20,13.93
22-Oct-15 00:19,13.15
22-Oct-15 00:18,9.85
22-Oct-15 00:17,10.97
22-Oct-15 00:16,14.35
22-Oct-15 00:15,13.44
22-Oct-15 00:14,11.02
22-Oct-15 00:13,11.38
22-Oct-15 00:12,14.62
22-Oct-15 00:11,14.34
22-Oct-15 00:10,10.57
22-Oct-15 00:09,10.76
22-Oct-15 00:08,10.61
22-Oct-15 00:07,14.33
22-Oct-15 00:06,10.98
22-Oct-15 00:05,12.05
22-Oct-15 00:04,9.99
22-Oct-15 00:03,14.01
22-Oct-15 00:02,14.18
22-Oct-15 00:01,13.27
22-Oct-15 00:00,9.15
21-Oct-15 23:59,9.92
21-Oct-15 23:58,9.29
21-Oct-15 23:57,14.18
21-Oct-15 23:56,12.04
21-Oct-15 23:55,12.77
21-Oct-15 23:54,14.36
21-Oct-15 23:53,9.89
21-Oct-15 23:52,14.05
21-Oct-15 23:51,9.66
21-Oct-15 23:50,12.57
21-Oct-15 23:49,10.72
21-Oct-15 23:48,11.24
21-Oct-15 23:47,13.08
21-Oct-15 23:46,12.25
21-Oct-15 23:45,13.40
21-Oct-15 23:44,10.83
21-Oct-15 23:43,14.89
