date,close
22-Oct-15 04:42,10.16
22-Oct-15 04:41,10.98
22-Oct-15 04:40,11.38
22-Oct-15 04:39,11.51
22-Oct-15 04:38,13.20
22-Oct-15 04:37,11.88
22-Oct-15 04:36,10.31
22-Oct-15 04:35,14.66
22-Oct-15 04:34,14.74
22-Oct-15 04:33,11.87
22-Oct-15 04:32,14.42
22-Oct-15 04:31,14.46
22-Oct-15 04:30,9.89
22-Oct-15 04:29,13.98
22-Oct-15 04:28,11.32
22-Oct-15 04:27,9.15
22-Oct-15 04:26,10.85
22-Oct-15 04:25,14.22
22-Oct-15 04:24,13.59
22-Oct-15 04:23,12.59
22-Oct-15 04:22,13.18
22-Oct-15 04:21,12.23
22-Oct-15 04:20,10.38
22-Oct-15 04:19,10.15
22-Oct-15 04:18,10.90
22-Oct-15 04:17,11.65
22-Oct-15 04:16,13.59
22-Oct-15 04:15,12.84
22-Oct-15 04:14,14.63
22-Oct-15 04:13,13.46
22-Oct-15 04:12,9.76
22-Oct-15 04:11,12.88
22-Oct-15 04:10,13.92
22-Oct-15 04:09,11.23
22-Oct-15 04:08,9.12
22-Oct-15 04:07,13.42
22-Oct-15 04:06,9.04
22-Oct-15 04:05,14.94
22-Oct-15 04:04,9.93
22-Oct-15 04:03,14.28
22-Oct-15 04:02,10.40
22-Oct-15 04:01,13.70
22-Oct-15 04:00,13.41
22-Oct-15 03:59,11.88
22-Oct-15 03:58,9.34
22-Oct-15 03:57,13.10
22-Oct-15 03:56,12.80
22-Oct-15 03:55,9.72
22-Oct-15 03:54,11.82
22-Oct-15 03:53,13.50
