date,close
22-Oct-15 11:22,11.21
22-Oct-15 11:21,10.84
22-Oct-15 11:20,12.99
22-Oct-15 11:19,13.67
22-Oct-15 11:18,12.19
22-Oct-15 11:17,9.32
22-Oct-15 11:16,13.35
22-Oct-15 11:15,9.22
22-Oct-15 11:14,9.48
22-Oct-15 11:13,13.24
22-Oct-15 11:12,10.02
22-Oct-15 11:11,14.75
22-Oct-15 11:10,9.57
22-Oct-15 11:09,9.22
22-Oct-15 11:08,13.93
22-Oct-15 11:07,10.14
22-Oct-15 11:06,11.58
22-Oct-15 11:05,12.74
22-Oct-15 11:04,13.63
22-Oct-15 11:03,9.76
22-Oct-15 11:02,12.21
22-Oct-15 11:01,14.80
22-Oct-15 11:00,11.83
22-Oct-15 10:59,9.60
22-Oct-15 10:58,14.16
22-Oct-15 10:57,9.17
22-Oct-15 10:56,12.99
22-Oct-15 10:55,13.52
22-Oct-15 10:54,14.54
22-Oct-15 10:53,13.21
22-Oct-15 10:52,14.85
22-Oct-15 10:51,12.62
22-Oct-15 10:50,13.56
22-Oct-15 10:49,9.33
22-Oct-15 10:48,12.30
22-Oct-15 10:47,13.71
22-Oct-15 10:46,10.90
22-Oct-15 10:45,14.11
22-Oct-15 10:44,9.78
22-Oct-15 10:43,11.81
22-Oct-15 10:42,11.01
22-Oct-15 10:41,11.42
22-Oct-15 10:40,12.46
22-Oct-15 10:39,11.57
22-Oct-15 10:38,9.87
22-Oct-15 10:37,9.53
22-Oct-15 10:36,14.81
22-Oct-15 10:35,10.00
22-Oct-15 10:34,11.04
22-Oct-15 10:33,14.44
