date,close
22-Oct-15 10:32,13.64
22-Oct-15 10:31,12.02
22-Oct-15 10:30,14.39
22-Oct-15 10:29,14.82
22-Oct-15 10:28,9.57
22-Oct-15 10:27,14.20
22-Oct-15 10:26,9.36
22-Oct-15 10:25,9.62
22-Oct-15 10:24,11.78
22-Oct-15 10:23,14.85
22-Oct-15 10:22,14.89
22-Oct-15 10:21,11.25
22-Oct-15 10:20,14.33
22-Oct-15 10:19,12.62
22-Oct-15 10:18,13.74
22-Oct-15 10:17,12.94
22-Oct-15 10:16,11.11
22-Oct-15 10:15,10.25
22-Oct-15 10:14,10.73
22-Oct-15 10:13,12.76
22-Oct-15 10:12,9.12
22-Oct-15 10:11,9.43
22-Oct-15 10:10,12.34
22-Oct-15 10:09,14.66
22-Oct-15 10:08,13.86
22-Oct-15 10:07,12.43
22-Oct-15 10:06,11.84
22-Oct-15 10:05,9.89
22-Oct-15 10:04,12.02
22-Oct-15 10:03,12.91
22-Oct-15 10:02,11.89
22-Oct-15 10:01,10.55
22-Oct-15 10:00,14.19
22-Oct-15 09:59,11.22
22-Oct-15 09:58,13.17
22-Oct-15 09:57,9.39
22-Oct-15 09:56,11.29
22-Oct-15 09:55,14.78
22-Oct-15 09:54,14.21
22-Oct-15 09:53,9.17
22-Oct-15 09:52,13.20
22-Oct-15 09:51,12.73
22-Oct-15 09:50,13.13
22-Oct-15 09:49,10.17
22-Oct-15 09:48,14.17
22-Oct-15 09:47,13.90
22-Oct-15 09:46,9.44
22-Oct-15 09:45,10.56
22-Oct-15 09:44,10.42
22-Oct-15 09:43,10.09
