date,close
22-Oct-15 06:22,10.39
22-Oct-15 06:21,12.47
22-Oct-15 06:20,11.79
22-Oct-15 06:19,10.20
22-Oct-15 06:18,9.30
22-Oct-15 06:17,9.36
22-Oct-15 06:16,11.27
22-Oct-15 06:15,9.04
22-Oct-15 06:14,11.49
22-Oct-15 06:13,13.46
22-Oct-15 06:12,13.98
22-Oct-15 06:11,10.94
22-Oct-15 06:10,9.90
22-Oct-15 06:09,11.26
22-Oct-15 06:08,13.38
22-Oct-15 06:07,13.60
22-Oct-15 06:06,11.85
22-Oct-15 06:05,14.51
22-Oct-15 06:04,13.85
22-Oct-15 06:03,9.87
22-Oct-15 06:02,13.58
22-Oct-15 06:01,10.14
22-Oct-15 06:00,14.49
22-Oct-15 05:59,9.61
22-Oct-15 05:58,9.92
22-Oct-15 05:57,11.15
22-Oct-15 05:56,11.36
22-Oct-15 05:55,12.23
22-Oct-15 05:54,12.66
22-Oct-15 05:53,10.26
22-Oct-15 05:52,11.01
22-Oct-15 05:51,12.96
22-Oct-15 05:50,13.61
22-Oct-15 05:49,11.02
22-Oct-15 05:48,12.77
22-Oct-15 05:47,13.82
22-Oct-15 05:46,11.05
22-Oct-15 05:45,12.51
22-Oct-15 05:44,11.32
22-Oct-15 05:43,9.24
22-Oct-15 05:42,13.88
22-Oct-15 05:41,12.70
22-Oct-15 05:40,10.24
22-Oct-15 05:39,12.76
22-Oct-15 05:38,14.37
22-Oct-15 05:37,9.36
22-Oct-15 05:36,12.66
22-Oct-15 05:35,13.80
22-Oct-15 05:34,9.07
22-Oct-15 05:33,13.78
