date,close
22-Oct-15 01:22,13.33
22-Oct-15 01:21,11.64
22-Oct-15 01:20,12.76
22-Oct-15 01:19,11.55
22-Oct-15 01:18,12.33
22-Oct-15 01:17,13.96
22-Oct-15 01:16,11.69
22-Oct-15 01:15,13.71
22-Oct-15 01:14,9.70
22-Oct-15 01:13,10.35
22-Oct-15 01:12,13.49
22-Oct-15 01:11,14.68
22-Oct-15 01:10,12.89
22-Oct-15 01:09,14.96
22-Oct-15 01:08,10.52
22-Oct-15 01:07,10.27
22-Oct-15 01:06,11.43
22-Oct-15 01:05,10.93
22-Oct-15 01:04,10.99
22-Oct-15 01:03,13.13
22-Oct-15 01:02,9.59
22-Oct-15 01:01,10.94
22-Oct-15 01:00,13.17
22-Oct-15 00:59,10.75
22-Oct-15 00:58,14.84
22-Oct-15 00:57,10.73
22-Oct-15 00:56,10.28
22-Oct-15 00:55,10.58
22-Oct-15 00:54,13.73
22-Oct-15 00:53,13.59
22-Oct-15 00:52,11.44
22-Oct-15 00:51,11.41
22-Oct-15 00:50,11.99
22-Oct-15 00:49,13.41
22-Oct-15 00:48,13.78
22-Oct-15 00:47,10.69
22-Oct-15 00:46,13.19
22-Oct-15 00:45,13.07
22-Oct-15 00:44,9.89
22-Oct-15 00:43,14.38
22-Oct-15 00:42,10.25
22-Oct-15 00:41,12.01
22-Oct-15 00:40,13.28
22-Oct-15 00:39,12.00
22-Oct-15 00:38,11.47
22-Oct-15 00:37,10.04
22-Oct-15 00:36,13.66
22-Oct-15 00:35,12.01
22-Oct-15 00:34,10.94
22-Oct-15 00:33,13.94
