date,close
22-Oct-15 03:52,13.80
22-Oct-15 03:51,12.74
22-Oct-15 03:50,13.28
22-Oct-15 03:49,12.15
22-Oct-15 03:48,14.76
22-Oct-15 03:47,13.34
22-Oct-15 03:46,9.94
22-Oct-15 03:45,13.73
22-Oct-15 03:44,9.03
22-Oct-15 03:43,12.99
22-Oct-15 03:42,11.50
22-Oct-15 03:41,11.25
22-Oct-15 03:40,10.37
22-Oct-15 03:39,11.88
22-Oct-15 03:38,14.11
22-Oct-15 03:37,11.65
22-Oct-15 03:36,11.23
22-Oct-15 03:35,10.47
22-Oct-15 03:34,11.93
22-Oct-15 03:33,11.06
22-Oct-15 03:32,10.18
22-Oct-15 03:31,11.11
22-Oct-15 03:30,10.32
22-Oct-15 03:29,12.41
22-Oct-15 03:28,13.88
22-Oct-15 03:27,13.18
22-Oct-15 03:26,9.84
22-Oct-15 03:25,11.17
22-Oct-15 03:24,13.77
22-Oct-15 03:23,13.09
22-Oct-15 03:22,14.82
22-Oct-15 03:21,11.92
22-Oct-15 03:20,9.68
22-Oct-15 03:19,10.63
22-Oct-15 03:18,9.85
22-Oct-15 03:17,9.65
22-Oct-15 03:16,12.37
22-Oct-15 03:15,12.00
22-Oct-15 03:14,14.71
22-Oct-15 03:13,9.64
22-Oct-15 03:12,13.83
22-Oct-15 03:11,11.93
22-Oct-15 03:10,13.91
22-Oct-15 03:09,11.20
22-Oct-15 03:08,10.63
22-Oct-15 03:07,11.48
22-Oct-15 03:06,12.30
22-Oct-15 03:05,10.28
22-Oct-15 03:04,13.72
22-Oct-15 03:03,10.66
