date,close
22-Oct-15 08:02,13.88
22-Oct-15 08:01,10.19
22-Oct-15 08:00,9.18
22-Oct-15 07:59,11.24
22-Oct-15 07:58,9.07
22-Oct-15 07:57,9.54
22-Oct-15 07:56,13.24
22-Oct-15 07:55,14.87
22-Oct-15 07:54,14.57
22-Oct-15 07:53,9.47
22-Oct-15 07:52,14.80
22-Oct-15 07:51,10.55
22-Oct-15 07:50,11.03
22-Oct-15 07:49,13.29
22-Oct-15 07:48,9.13
22-Oct-15 07:47,9.19
22-Oct-15 07:46,12.54
22-Oct-15 07:45,14.35
22-Oct-15 07:44,10.44
22-Oct-15 07:43,11.33
22-Oct-15 07:42,11.29
22-Oct-15 07:41,9.54
22-Oct-15 07:40,9.92
22-Oct-15 07:39,11.98
22-Oct-15 07:38,9.31
22-Oct-15 07:37,12.70
22-Oct-15 07:36,11.30
22-Oct-15 07:35,9.05
22-Oct-15 07:34,11.51
22-Oct-15 07:33,13.28
22-Oct-15 07:32,11.06
22-Oct-15 07:31,13.54
22-Oct-15 07:30,10.92
22-Oct-15 07:29,14.14
22-Oct-15 07:28,14.56
22-Oct-15 07:27,10.03
22-Oct-15 07:26,9.82
22-Oct-15 07:25,13.97
22-Oct-15 07:24,14.84
22-Oct-15 07:23,10.08
22-Oct-15 07:22,12.70
22-Oct-15 07:21,14.11
22-Oct-15 07:20,9.56
22-Oct-15 07:19,14.18
22-Oct-15 07:18,11.78
22-Oct-15 07:17,10.28
22-Oct-15 07:16,11.66
22-Oct-15 07:15,9.14
22-Oct-15 07:14,11.13
22-Oct-15 07:13,10.61
