date,close
22-Oct-15 07:12,10.53
22-Oct-15 07:11,13.91
22-Oct-15 07:10,12.64
22-Oct-15 07:09,9.95
22-Oct-15 07:08,13.36
22-Oct-15 07:07,12.53
22-Oct-15 07:06,12.69
22-Oct-15 07:05,9.05
22-Oct-15 07:04,12.37
22-Oct-15 07:03,13.92
22-Oct-15 07:02,14.99
22-Oct-15 07:01,11.92
22-Oct-15 07:00,12.48
22-Oct-15 06:59,11.79
22-Oct-15 06:58,14.89
22-Oct-15 06:57,9.17
22-Oct-15 06:56,9.74
22-Oct-15 06:55,13.21
22-Oct-15 06:54,12.79
22-Oct-15 06:53,11.92
22-Oct-15 06:52,9.73
22-Oct-15 06:51,10.62
22-Oct-15 06:50,10.15
22-Oct-15 06:49,9.51
22-Oct-15 06:48,11.81
22-Oct-15 06:47,12.99
22-Oct-15 06:46,13.57
22-Oct-15 06:45,14.72
22-Oct-15 06:44,11.07
22-Oct-15 06:43,12.67
22-Oct-15 06:42,11.89
22-Oct-15 06:41,10.82
22-Oct-15 06:40,14.94
22-Oct-15 06:39,9.00
22-Oct-15 06:38,13.37
22-Oct-15 06:37,13.75
22-Oct-15 06:36,14.44
22-Oct-15 06:35,12.75
22-Oct-15 06:34,10.90
22-Oct-15 06:33,9.61
22-Oct-15 06:32,14.42
22-Oct-15 06:31,13.28
22-Oct-15 06:30,11.71
22-Oct-15 06:29,12.15
22-Oct-15 06:28,11.04
22-Oct-15 06:27,12.74
22-Oct-15 06:26,13.75
22-Oct-15 06:25,13.58
22-Oct-15 06:24,13.92
22-Oct-15 06:23,11.23
