date,close
22-Oct-15 08:52,14.21
22-Oct-15 08:51,11.30
22-Oct-15 08:50,9.35
22-Oct-15 08:49,14.20
22-Oct-15 08:48,14.13
22-Oct-15 08:47,14.92
22-Oct-15 08:46,10.48
22-Oct-15 08:45,13.02
22-Oct-15 08:44,9.87
22-Oct-15 08:43,14.51
22-Oct-15 08:42,9.17
22-Oct-15 08:41,13.43
22-Oct-15 08:40,12.17
22-Oct-15 08:39,10.40
22-Oct-15 08:38,12.23
22-Oct-15 08:37,11.69
22-Oct-15 08:36,12.82
22-Oct-15 08:35,13.96
22-Oct-15 08:34,9.22
22-Oct-15 08:33,12.46
22-Oct-15 08:32,9.76
22-Oct-15 08:31,12.17
22-Oct-15 08:30,11.82
22-Oct-15 08:29,14.59
22-Oct-15 08:28,10.28
22-Oct-15 08:27,14.50
22-Oct-15 08:26,9.15
22-Oct-15 08:25,12.77
22-Oct-15 08:24,10.94
22-Oct-15 08:23,14.10
22-Oct-15 08:22,14.88
22-Oct-15 08:21,14.57
22-Oct-15 08:20,10.38
22-Oct-15 08:19,12.91
22-Oct-15 08:18,10.88
22-Oct-15 08:17,9.96
22-Oct-15 08:16,13.62
22-Oct-15 08:15,14.39
22-Oct-15 08:14,10.27
22-Oct-15 08:13,11.30
22-Oct-15 08:12,11.05
22-Oct-15 08:11,14.21
22-Oct-15 08:10,13.93
22-Oct-15 08:09,9.97
22-Oct-15 08:08,12.21
22-Oct-15 08:07,10.64
22-Oct-15 08:06,14.35
22-Oct-15 08:05,9.38
22-Oct-15 08:04,13.78
22-Oct-15 08:03,12.48
