date,close
22-Oct-15 13:52,9.01
22-Oct-15 13:51,10.88
22-Oct-15 13:50,14.07
22-Oct-15 13:49,10.75
22-Oct-15 13:48,11.90
22-Oct-15 13:47,14.40
22-Oct-15 13:46,12.92
22-Oct-15 13:45,12.11
22-Oct-15 13:44,10.66
22-Oct-15 13:43,9.94
22-Oct-15 13:42,13.14
22-Oct-15 13:41,13.95
22-Oct-15 13:40,12.03
22-Oct-15 13:39,13.49
22-Oct-15 13:38,9.45
22-Oct-15 13:37,11.76
22-Oct-15 13:36,10.55
22-Oct-15 13:35,12.99
22-Oct-15 13:34,11.72
22-Oct-15 13:33,13.49
22-Oct-15 13:32,9.66
22-Oct-15 13:31,13.98
22-Oct-15 13:30,12.71
22-Oct-15 13:29,13.96
22-Oct-15 13:28,14.30
22-Oct-15 13:27,13.27
22-Oct-15 13:26,9.18
22-Oct-15 13:25,10.56
22-Oct-15 13:24,12.81
22-Oct-15 13:23,12.56
22-Oct-15 13:22,11.70
22-Oct-15 13:21,12.78
22-Oct-15 13:20,11.54
22-Oct-15 13:19,14.13
22-Oct-15 13:18,11.95
22-Oct-15 13:17,12.47
22-Oct-15 13:16,14.19
22-Oct-15 13:15,10.60
22-Oct-15 13:14,10.78
22-Oct-15 13:13,9.41
22-Oct-15 13:12,14.71
22-Oct-15 13:11,11.93
22-Oct-15 13:10,9.39
22-Oct-15 13:09,12.52
22-Oct-15 13:08,13.00
22-Oct-15 13:07,9.25
22-Oct-15 13:06,10.04
22-Oct-15 13:05,13.53
22-Oct-15 13:04,13.20
22-Oct-15 13:03,9.39
