date,close
22-Oct-15 09:42,14.12
22-Oct-15 09:41,9.70
22-Oct-15 09:40,14.08
22-Oct-15 09:39,12.08
22-Oct-15 09:38,10.97
22-Oct-15 09:37,10.26
22-Oct-15 09:36,10.45
22-Oct-15 09:35,13.88
22-Oct-15 09:34,14.02
22-Oct-15 09:33,12.28
22-Oct-15 09:32,13.43
22-Oct-15 09:31,9.34
22-Oct-15 09:30,13.41
22-Oct-15 09:29,12.03
22-Oct-15 09:28,14.64
22-Oct-15 09:27,13.87
22-Oct-15 09:26,13.47
22-Oct-15 09:25,11.94
22-Oct-15 09:24,11.00
22-Oct-15 09:23,13.31
22-Oct-15 09:22,12.63
22-Oct-15 09:21,10.35
22-Oct-15 09:20,13.39
22-Oct-15 09:19,12.25
22-Oct-15 09:18,13.16
22-Oct-15 09:17,10.82
22-Oct-15 09:16,11.06
22-Oct-15 09:15,13.46
22-Oct-15 09:14,11.49
22-Oct-15 09:13,14.87
22-Oct-15 09:12,10.62
22-Oct-15 09:11,12.14
22-Oct-15 09:10,12.83
22-Oct-15 09:09,12.75
22-Oct-15 09:08,13.60
22-Oct-15 09:07,10.31
22-Oct-15 09:06,14.89
22-Oct-15 09:05,9.65
22-Oct-15 09:04,11.21
22-Oct-15 09:03,11.21
22-Oct-15 09:02,11.63
22-Oct-15 09:01,11.39
22-Oct-15 09:00,14.53
22-Oct-15 08:59,10.42
22-Oct-15 08:58,13.33
22-Oct-15 08:57,13.67
22-Oct-15 08:56,13.06
22-Oct-15 08:55,10.26
22-Oct-15 08:54,14.54
22-Oct-15 08:53,10.94
